contracts,cpuCores,ftpPortOpen,hasAdminRights,hostname,httpPortOpen,ip,isConnectedTo,maxRam,messages,organizationName,programs,ramUsed,runningScripts,scripts,serversOnNetwork,smtpPortOpen,sqlPortOpen,sshPortOpen,textFiles,purchasedByPlayer,backdoorInstalled,baseDifficulty,hackDifficulty,minDifficulty,moneyAvailable,moneyMax,numOpenPortsRequired,openPortCount,requiredHackingSkill,serverGrowth,fullpath 
,1,false,false,aevum-police,false,3.5.3.1,false,64,,Aevum Police Headquarters,,0,,,,false,false,false,,false,false,80,80,27,207284308,5182107700,4,0,425,39,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police 
,1,false,false,catalyst,false,20.2.0.8,false,128,,Catalyst Ventures,,0,,,,false,false,false,,false,false,61,61,20,434111829,10852795725,3,0,418,26,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst 
,1,false,false,lexo-corp,false,42.5.9.2,false,32,,LexoCorp,,0,,,,false,false,false,,false,false,69,69,23,728273598,18206839950,4,0,700,60,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp 
,1,false,false,snap-fitness,false,60.9.2.6,false,0,,Snap Fitness,,0,,,,false,false,false,,false,false,42,42,14,450000000,11250000000,4,0,771,59,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness 
,1,false,false,netlink,false,77.8.1.4,false,64,,NetLink Technologies,,0,,,,false,false,false,,false,false,70,70,23,275000000,6875000000,3,0,385,58,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink 
,1,false,false,rothman-uni,false,9.7.7.2,false,32,,Rothman University,,0,,,,false,false,false,,false,false,46,46,15,235193113,5879827825,3,0,414,44,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni 
,1,false,false,zb-institute,false,47.6.8.9,false,64,,ZB Institute of Technology,,0,,,,false,false,false,,false,false,79,79,26,907844338,22696108450,5,0,766,79,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute 
,1,false,false,alpha-ent,false,77.9.4.6,false,16,,Alpha Enterprises,,0,,,,false,false,false,,false,false,57,57,19,692980148,17324503700,4,0,586,58,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute:alpha-ent 
,1,false,false,global-pharm,false,40.9.6.0,false,16,,Global Pharmaceuticals,,0,,,,false,false,false,,false,false,85,85,28,1621728730,40543218250,4,0,750,82,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute:alpha-ent:global-pharm 
,1,false,false,omnia,false,20.2.4.5,false,16,,Omnia Cybersystems,,0,,,,false,false,false,,false,false,88,88,29,904600906,22615022650,5,0,863,63,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute:alpha-ent:global-pharm:omnia 
,1,false,false,hong-fang-tea,false,96.2.6.5,false,16,,HongFang Teahouse,,0,,,,false,false,false,,false,false,15,15,5,3000000,75000000,0,0,30,20,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute:alpha-ent:global-pharm:omnia:hong-fang-tea 
,1,false,false,zer0,false,98.2.2.8,false,32,,ZER0 Nightclub,,0,,,,false,false,false,,false,false,25,25,8,7500000,187500000,1,0,75,40,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute:alpha-ent:global-pharm:omnia:hong-fang-tea:zer0 
,1,false,false,neo-net,false,49.3.6.2,false,32,,Neo Nightclub Network,,0,,,,false,false,false,,false,false,25,25,8,5000000,125000000,1,0,50,25,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute:alpha-ent:global-pharm:omnia:hong-fang-tea:zer0:neo-net 
,1,false,false,harakiri-sushi,false,63.9.4.1,false,16,,HaraKiri Sushi Bar Network,,0,,,,false,false,false,,false,false,15,15,5,4000000,100000000,0,0,40,40,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute:alpha-ent:global-pharm:omnia:hong-fang-tea:zer0:neo-net:harakiri-sushi 
,1,false,false,iron-gym,false,8.3.7.2,false,32,,Iron Gym Network,,0,,,,false,false,false,,false,false,30,30,10,20000000,500000000,1,0,100,20,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute:alpha-ent:global-pharm:omnia:hong-fang-tea:zer0:neo-net:harakiri-sushi:iron-gym 
,1,false,true,earl,false,8.4.9.6,false,4,,,,0,,,,false,false,false,,true,false,1,1,1,0,0,5,0,1,1,:n00dles:home:foodnstuff:sigma-cosmetics:max-hardware:silver-helix:phantasy:johnson-ortho:crush-fitness:summit-uni:rho-construction:galactic-cyber:deltaone:univ-energy:solaris:nova-med:titan-labs:fulcrumtech:applied-energetics:helios:omnitek:b-and-a:blade:zeus-med:zb-def:unitalife:defcomm:icarus:infocomm:taiyang-digital:microdyne:vitalife:kuai-gong:powerhouse-fitness:ecorp:The-Cave:.:clarkinc:megacorp:fulcrumassets:run4theh111z:stormtech:4sigma:nwo:aerocorp:avmnite-02h:I.I.I.I:millenium-fitness:joesguns:nectar-net:CSEC:omega-net:the-hub:computek:syscore:aevum-police:catalyst:lexo-corp:snap-fitness:netlink:rothman-uni:zb-institute:alpha-ent:global-pharm:omnia:hong-fang-tea:zer0:neo-net:harakiri-sushi:iron-gym:earl 
